X,Y,OBJECTID,Record_Num,Date_Updated,AgencySiteService,PublicComments,AgencyName,ServiceName,ServiceName2,SiteName,AlternateName,FormerName,LegalName,OfficePhone,TollFreePhone,TTYPhone,AfterHoursPhone,TextPhone,CrisisPhone,Fax,EMail,Website,SocialMedia,PrimaryContact,PrimaryContactEmail,PrimaryContactFax,PrimaryContactName,PrimaryContactPhone,PrimaryContactTitle,AlternateContact,VolunteerCoordinator,EmailForm,ParentAgencyRecordNum,ParentAgencyName,DescriptionAgency,LegalStatus,Established,PrimaryExecutive,PrimaryExecutiveEmail,PrimaryExecutiveFax,PrimaryExecutiveName,PrimaryExecutivePhone,PrimaryExecutiveTitle,AlternateExecutive,Funding,Elections,DescriptionService,Hours,Dates,Meetings,AreasServed,Boundaries,Eligibility,Application,Languages,Fees,AdditionalServices,SiteLocation,LocatedInCommunity,SiteBuilding,SiteCity,SiteCountry,SitePostalCode,SiteProvince,SiteStreetName,SiteStreetDirection,SiteStreetNum,SiteStreetType,SiteAddressSuffix,Longitude,Geocoding,Latitude,Intersection,MailBoxType,MailBuilding,Mail_CO,MailCity,MailCountry,MailPOBox,MailPostal,MailProvince,MailStreetName,MailStreetDirection,MailStreetNum,MailStreetType,MailAddressSuffix,PhysicalAccess,Taxonomy,AdditionalServiceSites,AgencySites,AgencyServices,RecordOwnerAgency
598785.4514,4809542.1254,21231,CCD0129,20240610,"Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Hopedale Montessori School,Licensed Child Care Centre,Oakville - Dundas St W,Oakville - Dundas St W,,,,905-484-4364,,,,,,905-825-5266,office@hopedalemontessori.ca,www.hopedalemontessori.ca,,"Sana Rizki, Supervisor; Email: sana.rizki@hopedalemontessori.ca",sana.rizki@hopedalemontessori.ca,,Sana Rizki,,Supervisor,,,,OAK2926,Hopedale Montessori School,,,,,,,,,,,"Fees ; Private",,"<p>Government licensed child care centre for children aged 18 months to 6 years.</p>
<ul>
<li>Montessori curriculum&nbsp;</li>
<li>curriculum enhanced with French and music programs&nbsp;</li>
<li>str","<ul>
<li>Mon-Fri 7:30 am-6 pm</li>
<li>Before &amp; After School program: 7:30 am-8:30 am, 3:30 pm-6 pm</li>
</ul>","<ul>
<li>School Sep-Jun</li>
<li>Summer camp Jul-Aug</li>
</ul>",,Oakville,,Ages: 1.5 year(s) - 6 year(s),<p>Call for information</p>,"English ; French","Program ; Fee assistance available ; assistance is provided by Halton Region.",,,Oakville,"St. Luke's Palermo, Community Centre",Oakville,,L6M 4J3,ON,Dundas,W,3114,St,,-79.779447,"Site Address data
43.4322630, -79.7794470",43.432263,Regional Road 25 and Dundas St W,,,,,,,,,,,,,,Fully Accessible,"Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
604369.1041,4818820.0158,21232,CCD0130,20240611,Service,"<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Fern Hill School,Licensed Child Care Centre,,Oakville Campus,Fern Hill Preschool,,Fern Hill School Mississauga Inc.,905-257-0022,,,,,,905-257-2002,admissions@fernhillschool.com,www.fernhillschool.com,"Facebook: https://www.facebook.com/fhsburloak/
Instagram: https://www.instagram.com/fernhillonthego/
X (Twitter): https://twitter.com/fernhilloak","Deb Bell, Head of School, Primary Division, Fern Hill School, Oakville Campus",,,Deb Bell,,"Head of School, Primary Division",,,,OAK0250,Fern Hill School,,,September 1982,"Wendy Derrick, Director/Co-Founder, Fern Hill School, Oakville Campus",,,Wendy Derrick,,Director/Co-Founder,,Fees - Tuition,,"<p>Government licensed child care centre for children aged 3 years</p>
<ul>
<li>Low teacher-to-student ratios (1-8)</li>
<li>Academic and activity-based centres</li>
<li>French, Mandarin, Music, Drama","<ul>
<li>Mon-Fri 8:15 am-3:15 pm</li>
<li>before school care 7:30 am-8:15 am</li>
<li>after school care 4 pm-6 pm</li>
</ul>",<p>Sep-Jun</p>,,Halton Region,,Ages: 3 year(s) - 4 year(s),<p>Contact the Admissions Office for information</p>,"English ; French ; Chinese (Mandarin)","Program ; Fees - Tuition",,,Oakville,Fern Hill School,Oakville,,L6H 7A8,ON,Ninth,,3300,Line,,-79.708697,"Site Address data
43.5150260, -79.7086970",43.515026,Ninth Line and Dundas St,,,,,,,,,,,,,,Fully Accessible,"Child Care Centres ; Extended Child Care",Oakville Campus,,,"The Halton Resource Connection, Child Care Directory and Information Line"
606770.7388,4811253.3557,21233,CCD0165,20241114,"Agency ; Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Positive Minds Daycare,Licensed Child Care Centre,,Oakville,PMD,,,905-338-3559,,,,,,,positivemdaycare@gmail.com,www.positivemindsdaycare.com,Instagram: https://www.instagram.com/positivemindsdaycare_oakville/,"Sheri John, Owner/Operator",,,Sheri John,,Owner/Operator,,,,,,<p>Provides supervised care for children in a licensed facility</p>,(60) Commercial,2019,,,,,,,,Fees,,"<p>licensed child care centre for children aged 18 months to 13 years</p>
<ul>
<li>Full-time and part-time child care program for ages 18 months and older&nbsp;</li>
<li>integrated for children with s",<p>Mon-Fri 7 am-6 pm</p>,<p>Monday to Friday</p>,,Oakville,,Ages: 1.5 year(s) - 13 year(s),<p>Call office</p>,English,Program,,,Oakville,,Oakville,,L6K 3L6,ON,Queen Mary,,318,Dr,,-79.680474,"Site Address data
43.4465720, -79.6804740",43.446572,Cornwall Dr and Queen Mary Dr,,,,,,,,,,,,,,Partially Accessible,"Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
609127.4087,4816027.2349,21234,CCD0166,20240611,"Agency ; Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Alpha's Discovery Kids Preschool and Daycare,Licensed Child Care Centre,,Oakville,,,Alpha’s Discovery Club Inc,905-337-7225,,,,,,,oakville@alphasdiscoveryclub.com,www.alphasdiscoveryclub.com,"Facebook: www.facebook.com/alphaspreschool
Instagram: www.instagram.com/alphaskids
YouTube: https://www.youtube.com/channel/UCEpxXBoHaacKhICuC9raQeQ","Amanda DaCosta, Supervisor",,,Amanda DaCosta,,Supervisor,"Susie Beghin, Owner / Director; Phone: 905-812-8880 * 647-233-5437; Email: sbeghin@alphasdiscoveryclub.com",,,,,"<p>Alpha&rsquo;s Discovery Kids Preschool and Daycare provides quality child care for children 12 months to 6 years. There are Winter break, March Break and Summer break camps for children 4 years to ",(60) Commercial,2004,,,,,,,,Fees,,"<p>Government licensed child care centre for children aged 12 months to 7 years&nbsp;</p>
<ul>
<li>Toddler and Preschool, Kindergarten programs, School-age&nbsp; Camps</li>
<li>Full day programs offer",<p>Mon-Fri 7 am-6 pm</p>,,,"Burlington ; Milton ; Mississauga ; Oakville",,Ages: 1 year(s) - 7 year(s),<p>Registration required</p>,"English ; French ; Portuguese ; Spanish",Program,,,Oakville,,Oakville,,L6J 7Z6,ON,Ford,,609,Dr,Unit 3-6,-79.650401,"Site Address data
43.4892060, -79.6504010",43.489206,Ford Dr and Cornwall Rd,,,,,,,,,,,,,,Fully Accessible,"Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
593337.4241,4802440.4685,21235,CCD0167,20240619,"Agency ; Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",First Years Montessori,Licensed Child Care Centre,,Burlington,,,,1-833-347-7897,,,,,,,fymontessori@gmail.com,www.fymontessori.ca,,"Sarah Aghoghovwia, Owner/Operator",,,Sarah Aghoghovwia,,Owner/Operator,,,,,,<p>Provides supervised care for children in a licensed facility.</p>,(60) Commercial,2019,,,,,,,,Fees,,"<p>Government licensed child care centre for children aged 10 months to 6 years</p>
<ul>
<li>Montessori program</li>
<li>Full time and part time</li>
</ul>","<p>Extended hours Mon-Fri 7 am-6 pm, school hours 8:45 am-3:15 pm</p>",,,Halton Region,,Ages: 0.8 year(s) - 6 year(s),<p>Registration required</p>,"English ; Korean",Program,,,Burlington,Eaglesfield Community Church,Burlington,,L7P 3Z7,ON,Eaglesfield,,2501,Dr,,-79.847959,"Site Address data
43.3690280, -79.8479590",43.369028,Guelph Line and Dundas St,,,,,,,,,,,,,,Partially Accessible,"Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
591892.2733,4821097.4885,21236,CCD0173,20240517,"Agency ; Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Our Little Angels Academy Licensed Home Child Care Agency,Licensed Home Child Care Agency,,Milton,,,Our Little Angels Academy Home Child Care Agency,416-890-9143,,416-890-9143,,,,,Kelly@ourlittleangelsacademy.com,,,"Kelly Zuluaga Jaramillo, Director; Email: Kelly@ourlittleangelsacademy.com",Kelly@ourlittleangelsacademy.com,,Kelly Zuluaga Jaramillo,,Director,,,,,,<p>Provides supervised care for children in a licensed private family home.</p>,(60) Commercial,1 Aug 2019,,,,,,,,Fees,,"<p>Licensed Home Child Care agency by the Ministry of Education</p>
<ul>
<li>all providers are screened, background-checked and trained</li>
<li>providers work from their own homes&nbsp;</li>
<li>prov","<p>Mon-Thu 9 am-5 pm, Fri 9 am-3 pm</p>",<p>Jan-Dec</p>,,"Burlington ; Hamilton ; Milton ; Oakville",,Ages: 12 year(s) and under,<p>Call or e-mail for more information</p>,"English ; Spanish","Service ; Fee assistance available ; assistance is provided by Halton Region.",,,Milton,,Milton,,,ON,Book,,1228,Dr,,-79.862649,"Site Address data
43.5371680, -79.8626490",43.537168,Woodward Ave and Ontario St Milton,,,,Milton,,,L9T 2S7,ON,Elm,,205,Ave,,Not Accessible,"Extended Child Care ; Family Child Care Homes ; Nongovernmental Agency Departments ~ Child Care Issues",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
608700.4944,4813011.8362,21237,CCD0174,20240610,"Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Western Heights Montessori Academy,Licensed Child Care Centre,Morrison Campus,Morrison Campus,,Little Lords and Ladies Children's Centre (April 2015),,905-901-1700,,,,,,,morrison@westernheightsmontessori.com,www.westernheightsmontessori.com,"Facebook: https://www.facebook.com/westernheightsmontessori
Instagram: https://www.instagram.com/western.heights.montessori/","Shaunna Myles, Supervisor; Email: morrison@westernheightsmontessori.com",morrison@westernheightsmontessori.com,,Shaunna Myles,,Supervisor,,,,OAK4498,Western Heights Montessori Academy,,,2019,"Helen Mansour, President",,,Helen Mansour,,President,,Fees,,"<p>Government-licensed child care centre for children aged 15 months to 6 years</p>
<ul>
<li>Montessori curriculum</li>
<li>full time</li>
<li>March Break and Summer camps for children 4-6 years</li>
",<p>Mon-Fri 7:30 am-6 pm</p>,<p>Year round except for Statutory Holidays and Christmas Holidays</p>,,"Burlington ; Milton ; Oakville",,Ages: 1.3 year(s) - 6 year(s),"<p>Call the office or email <a href=""mailto:morrison@westernheightsmontessori.com"">morrison@westernheightsmontessori.com</a> to book a private tour</p>","English ; Arabic ; Chinese (Cantonese) ; Chinese (Mandarin)",Program,,,Oakville,Shaarei-Beth El Congregation,Oakville,,L6J 4J4,ON,Morrison,,186,Rd,,-79.656281,"Site Address data
43.4621240, -79.6562810",43.462124,Morrison Rd and Lakeshore Rd E,,,,,,,,,,,,,,Not Accessible,"Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
606618.938,4816290.4098,21238,CCD0176,20240619,"Agency ; Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Willowbrae Academy Oakville,Licensed Child Care Centre,,Oakville,,,,905-808-9000,,,,,,,oakville@willowbraechildcare.com,www.willowbraechildcareoakville.com,"Facebook: https://www.facebook.com/WBOakville
Instagram: https://www.instagram.com/wboakville/?hl=en
X (Twitter): https://twitter.com/WBOakville
YouTube: https://www.youtube.com/channel/UC60n2DG729KVj","Manal El-Achi, Director, Willowbrae Academy Oakville; Phone: 905-808-9000 * 905-844-0008",,,Manal El-Achi,905-808-9000 * 905-844-0008,Director,,,,,,<p>Licensed Child Care provider</p>,(60) Commercial,2019,,,,,,,,"Fees - Fees, subsidy , CWELCC",,"<p>Government licensed child care centre for children aged 4 months to 6 years</p>
<ul>
<li>Bodybreak Kid Fit Program (promotes healthy living), Willowbrae Young Scholars (academics), Willowbrae Creat",<p>Mon-Fri 7 am-5:30 pm</p>,<p>Year round</p>,,"Halton Region ; Peel Region",,Ages: 0.4 year(s) - 6 year(s),<p>Contact for information</p>,"English ; French ; Arabic ; Hindi ; Italian ; Urdu","Program - Full time - Subsidy available- CWELCC ; Choose from 5,3, or 2 days/week",,,Oakville,,Oakville,,L6H 0N1,ON,Ironoak,,1899,Way,,-79.681364,"Site Address data
43.4919370, -79.6813640",43.491937,Upper Middle Rd and Joshua Creek Dr,,,,,,,,,,,,,,Fully Accessible,"Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
598693.8617,4801102.9489,21239,CCD0178,20240610,"Agency ; Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Ashwood Glen School,Licensed Child Care Centre,,Burlington,,,,905-320-1272,,,,,,,inquiry@ashwoodglen.com,www.ashwoodglen.com,"Facebook: https://www.facebook.com/ashwoodglenschool/
Instagram: https://www.instagram.com/ashwoodglenschool/
LinkedIn: https://www.linkedin.com/company/ashwood-glen-school/
X (Twitter): https://twitt","Sonia Abbas, School Director, Owner; Email: office@ashwoodglen.com",office@ashwoodglen.com,,Sonia Abbas,,"School Director, Owner",,,,,,<p>Private school for children ages 18 months to 14 years</p>,(60) Commercial,2019,,,,,,,,Fees,,"<p>Government licensed child care centre for children aged 18 months to 6 years old</p>
<ul>
<li>Montessori philosophy</li>
<li>French as a second language</li>
<li>Multipurpose activity room, indoor ","<ul>
<li>Mon-Fri 8:30 am-4 pm</li>
<li>Extended Hours 7 am-6 pm</li>
</ul>",,,"Burlington ; Hamilton ; Oakville ; Waterdown",,Ages: 1.5 year(s) - 14 year(s),<p>Contact for more information</p>,"English ; French","Program ; <a href=""https://www.ashwoodglen.com/fees-tution/"">Visit website</a> for information",,,Burlington,,Burlington,,L7N 2R5,ON,Fairview,,3430,St,,-79.782101,"Site Address data
43.3563020, -79.7821010",43.356302,Fairview St and Walkers Line,,,,,,,,,,,,,,Fully Accessible,"Child Care Centres ; Elementary Schools ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
602436.925,4815745.1238,21240,CCD0186,20241104,"Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",YMCA of Oakville,Licensed Child Care Centre,Oakville - Dr David Williams Public School,Oakville - Dr David Williams Public School,,,,365-726-7434,,,,,,365-726-7433,joyceka@oakville.ymca.ca,www.ymcaofoakville.org/child-care/,"Facebook: www.facebook.com/YMCAOakville
Instagram: www.instagram.com/ymcaofoakville/
LinkedIn: www.linkedin.com/company/ymca-of-oakville
X (Twitter): twitter.com/YMCAOakville
YouTube: www.youtube.com/","Joyce Kalaw, Director, Child Care, YMCA of Oakville; Phone: 365-726-7434; Fax: 365-726-7433; Email: joyceka@oakville.ymca.ca",joyceka@oakville.ymca.ca,365-726-7433,Joyce Kalaw,365-726-7434,"Director, Child Care","Thuong-Hoai (Lilyan) Tran, On Site Supervisor, YMCA of Oakville; Phone: 905-510-7935; Email: thuongtr@oakville.ymca.ca",,,OAK0362,YMCA of Oakville,,,,"Lorraine Pettinato, VP, Child Care, YMCA of Oakville; Phone: 905-845-5597 ext 2400; Email: lorrainepe@oakville.ymca.ca",lorrainepe@oakville.ymca.ca,,Lorraine Pettinato,905-845-5597 ext 2400,"VP, Child Care",,Fees,,<p>Government licensed Child Care Centre with a before and after school child care program within the school</p>,<p>Mon-Fri 7 am-6 pm</p>,"<p>Sep-Jun (SACC) &amp; Jan-Dec (infant, toddler, preschool)</p>",,Oakville,,Ages: 0.12 year(s) - 12 year(s),"<p>Registrations are processed on a first come, first served basis</p>",English,"Program ; Fee assistance available for those assessed to have financial need ; assistance is provided by YMCA / Halton Region.",,Child Care Entrance is door #22 (off of Threshing Mill Blvd),Oakville,Dr David Williams Public School,Oakville,,L6H 0V4,ON,Post,,3199,Rd,,-79.733176,"Site Address data
43.4876130, -79.7331760",43.487613,Post Road and Dundas St,,,,,,,,,,,,,,Fully Accessible,"Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
601394.3476,4805634.8445,21241,CCD0197,20240611,"Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Kids & Company Child Care Centre,Licensed Child Care Centre,Oakville - Wyecroft Rd,Oakville - Wyecroft Rd,,,,905-469-6411,,,,,,,oakvillewest@kidsandcompany.com,kidsandcompany.com/locations/oakvillewest/,"Facebook: https://www.facebook.com/kidsandcompany/
Instagram: https://www.instagram.com/kidcochildcare/
LinkedIn: https://www.linkedin.com/company/kids-and-company
X (Twitter): https://twitter.com/kid","Tahira Jabeen, Centre Director; Phone: 905-469-6411",,,Tahira Jabeen,905-469-6411,Centre Director,,,,BTN3201,Kids & Company Child Care Centre,,,,,,,,,,,,,"<p>Government licensed child care centre for children aged 6 weeks to 5 years</p>
<ul>
<li>arts focused child care centre</li>
<li>excursions</li>
<li>integrated for children with special needs</li>
<",<p>Mon-Fri 7 am-6 pm</p>,<p>Year round</p>,,"Burlington ; Oakville",,Ages: 0.2 year(s) - 5 year(s),<p>Call for information</p>,English,"Program ; Fee assistance available ; assistance is provided by Halton Region.",,,Oakville,,Oakville,,L6L 0B6,ON,Wyecroft,,3471,Rd,,-79.747945,"Site Address data
43.3967400, -79.7479450",43.39674,Burloak Dr and Harvester Rd,,,,,,,,,,,,,,Fully Accessible,"Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
601104.9849,4810321.7578,21242,CCD0198,20240610,"Site ; Service","<p><a href=""http://www.hipinfo.ca/record/OAK2712"">The Halton Child Care Directory and Information Line (CCDIL)</a> provides parents with free, personalized assistance in choosing child care. &nbsp;<br",Western Heights Montessori Academy,Licensed Child Care Centre,Westoak Campus,Westoak Campus,,Little Lords and Ladies Children's Centre (April 2015),,905-338-7207,,,,,,,westoak@westernheightsmontessori.com,www.westernheightsmontessori.com,"Facebook: https://www.facebook.com/westernheightsmontessori
Instagram: https://www.instagram.com/western.heights.montessori/","Courtney Burchell, Supervisor; Email: westoak@westernheightsmontessori.com",westoak@westernheightsmontessori.com,,Courtney Burchell,,Supervisor,,,,OAK4498,Western Heights Montessori Academy,,,2021,"Helen Mansour, President",,,Helen Mansour,,President,,Fees,,"<p>Government licensed child care centre for children aged 15 months to 6 years</p>
<ul>
<li>uses Montessori teaching method to customize learning plans for children and provide balanced learning envi",<p>Mon-Fri 7:30 am-6 pm</p>,"<p>Year round except for two PA days, Statutory Holidays and Christmas Holidays</p>",,"Burlington ; Milton ; Oakville",,Ages: 1.2 year(s) - 6 year(s),"<p>Call the office or email <a href=""mailto:westoak@westernheightsmontessori.com"">westoak@westernheightsmontessori.com</a> to book a private tour</p>","English ; French ; Arabic ; Chinese (Mandarin)",Program,,,Oakville,,Oakville,,L6M 3T3,ON,Westoak Trails,,2690,Blvd,,-79.75065,"Site Address data
43.4389720, -79.7506500",43.438972,Westoak Trails Blvd and Postmaster Dr,,,,,,,,,,,,,,Fully Accessible,"Child Care Centres ; Extended Child Care",,,,"The Halton Resource Connection, Child Care Directory and Information Line"
